students 709
s 0 °¢¿ËÁ¦½­ 186 
i -1 
t -1 
p -1 
s 2 Öî¸ðî£ 100 
i -1 
t -1 
p -1 
s 3 ÁÖºÆ²© 110 
i -1 
t -1 
p -1 
s 1 Áº³É½Ü 190 
i -1 
t -1 
p -1 
s 4 ¶­²© 199 
i -1 
t -1 
p -1 
s 5 ÞÉÏþÏþ 175 
i -1 
t -1 
p -1 
s 6 Àîð© 177 
i -1 
t -1 
p -1 
s 7 ºÎÒãÎ° 174 
i -1 
t -1 
p -1 
s 8 Íõ×Ó³¿ 145 
i -1 
t -1 
p -1 
s 9 ÓàÐ¦Õð 176 
i -1 
t -1 
p -1 
s 10 º¼Ê¤ 165 
i -1 
t -1 
p -1 
s 11 ¹ðº£ 188 
i -1 
t -1 
p -1 
s 12 ÀÍÇì 185 
i -1 
t -1 
p -1 
s 13 ÀÍ±´ÓÀ 153 
i -1 
t -1 
p -1 
s 14 ÖÜ¿¨ÐÅ 199 
i -1 
t -1 
p -1 
s 15 ¹ÈÈï 141 
i -1 
t -1 
p -1 
s 16 Ñô´¾Ó½ 176 
i -1 
t -1 
p -1 
s 17 Óí¸èÃñ 163 
i -1 
t -1 
p -1 
s 18 Â¬¹Ì 141 
i -1 
t -1 
p -1 
s 19 Í¯ÎÞÁ¦ 162 
i -1 
t -1 
p -1 
s 20 ¹ðÇå 143 
i -1 
t -1 
p -1 
s 21 Æ½ÎÞÓÐ 126 
i -1 
t -1 
p -1 
s 22 ÎäÒ×Ãñ 123 
i -1 
t -1 
p -1 
s 23 ´¢½õ 186 
i -1 
t -1 
p -1 
s 24 ³Éº® 139 
i -1 
t -1 
p -1 
s 25 Áøæ· 132 
i -1 
t -1 
p -1 
s 26 ÓíÉÏÜ° 196 
i -1 
t -1 
p -1 
s 27 Ô×¸¸½­ 129 
i -1 
t -1 
p -1 
s 28 ºì½ðÏÈ 164 
i -1 
t -1 
p -1 
s 29 ÅËÎÞéÅ 124 
i -1 
t -1 
p -1 
s 30 ×ÚËØ 133 
i -1 
t -1 
p -1 
s 31 Á¼ÍØ½ðÁÕ 156 
i -1 
t -1 
p -1 
s 32 º«ÊÀ 145 
i -1 
t -1 
p -1 
s 33 Ê¢¹â 129 
i -1 
t -1 
p -1 
s 34 ³ðÐ¢¿Ë 124 
i -1 
t -1 
p -1 
s 35 ¸ßæ« 184 
i -1 
t -1 
p -1 
s 36 ÖîÖÐÈï 192 
i -1 
t -1 
p -1 
s 37 Í¨Ó½ 165 
i -1 
t -1 
p -1 
s 38 ¹ÙË¾ÎÞæÂ 163 
i -1 
t -1 
p -1 
s 39 ËÕË¬ 180 
i -1 
t -1 
p -1 
s 40 ºüÖÓ¿µ 177 
i -1 
t -1 
p -1 
s 41 ÁøÒ×æ« 161 
i -1 
t -1 
p -1 
s 42 Ê·ºÉ 173 
i -1 
t -1 
p -1 
s 43 ÑÏ½¨ 187 
i -1 
t -1 
p -1 
s 44 ÔøÂíÄý 141 
i -1 
t -1 
p -1 
s 45 ºîÖî¿¨¹ó 152 
i -1 
t -1 
p -1 
s 46 Ë«´Ï 141 
i -1 
t -1 
p -1 
s 47 ³Ù¹«Ãù 140 
i -1 
t -1 
p -1 
s 48 ¸ÉÌì 192 
i -1 
t -1 
p -1 
s 49 ÏîÖé 199 
i -1 
t -1 
p -1 
s 50 Ô×¸¸ÁÖ 157 
i -1 
t -1 
p -1 
s 51 ºúºÃÃ¯ 167 
i -1 
t -1 
p -1 
s 52 Åí»Û 126 
i -1 
t -1 
p -1 
s 53 ºëÔÂ 188 
i -1 
t -1 
p -1 
s 54 Àî¸èÀó 164 
i -1 
t -1 
p -1 
s 55 Õ²¾ÅÌì 141 
i -1 
t -1 
p -1 
s 56 ÆëÒå·ç 164 
i -1 
t -1 
p -1 
s 57 ÌÕÌì 195 
i -1 
t -1 
p -1 
s 58 Çð×ó¸£ 141 
i -1 
t -1 
p -1 
s 59 ÎÀ¼ÓÈô 154 
i -1 
t -1 
p -1 
s 60 ÍõÖÇÏö 162 
i -1 
t -1 
p -1 
s 61 »ô½ðÓñ 127 
i -1 
t -1 
p -1 
s 62 ¹ÅÁÖ 196 
i -1 
t -1 
p -1 
s 63 ÕçµçÜ¿ 171 
i -1 
t -1 
p -1 
s 64 Ê±±£ 187 
i -1 
t -1 
p -1 
s 65 Ç¿ÓñÖ¾ 151 
i -1 
t -1 
p -1 
s 66 ºâ¾§ 136 
i -1 
t -1 
p -1 
s 67 ÐÒ¼Óåû 170 
i -1 
t -1 
p -1 
s 68 ¶¡óÞ 174 
i -1 
t -1 
p -1 
s 69 Ê¢¾§ 141 
i -1 
t -1 
p -1 
s 70 ºúÑÒ 140 
i -1 
t -1 
p -1 
s 71 ÆîÃÀ 123 
i -1 
t -1 
p -1 
s 72 ºéîÚÉ¯ 139 
i -1 
t -1 
p -1 
s 73 ºéÈÚ 160 
i -1 
t -1 
p -1 
s 74 ÚûÑÞ 154 
i -1 
t -1 
p -1 
s 75 ´÷ÊÀ 178 
i -1 
t -1 
p -1 
s 76 ÉÛÇÙ 136 
i -1 
t -1 
p -1 
s 77 Â·Òåð¥ 174 
i -1 
t -1 
p -1 
s 78 ÖìÉÏºÍ 160 
i -1 
t -1 
p -1 
s 79 ¶¡ÒåËØ 186 
i -1 
t -1 
p -1 
s 80 ¿×ºÃÃ¼ 129 
i -1 
t -1 
p -1 
s 81 ²ÌÉú 129 
i -1 
t -1 
p -1 
s 82 Â¦¿¨Áº 162 
i -1 
t -1 
p -1 
s 83 Êæ±´ÔÃ 178 
i -1 
t -1 
p -1 
s 84 ÃÅÄÏÎÄ 138 
i -1 
t -1 
p -1 
s 85 ³µÓñæÂ 157 
i -1 
t -1 
p -1 
s 86 ÂæÊ¤ 128 
i -1 
t -1 
p -1 
s 87 Ò¦ÐÅ¾ê 181 
i -1 
t -1 
p -1 
s 88 À×ÐË 185 
i -1 
t -1 
p -1 
s 89 ÄþÐ¦Ê± 131 
i -1 
t -1 
p -1 
s 90 Ï¯ÎÞÃ¯ 132 
i -1 
t -1 
p -1 
s 91 ÓáÒå²© 161 
i -1 
t -1 
p -1 
s 92 º«Ð¦Ë¼ 159 
i -1 
t -1 
p -1 
s 93 °Ï¼ÐÒ×Õä 192 
i -1 
t -1 
p -1 
s 94 ÕÅÒ×Ô° 150 
i -1 
t -1 
p -1 
s 95 ¾®Èï 178 
i -1 
t -1 
p -1 
s 96 Ëï¿¨»Ý 157 
i -1 
t -1 
p -1 
s 97 ·¶ÎÞ¼Î 193 
i -1 
t -1 
p -1 
s 98 ³Ù¹«¿¨±ù 190 
i -1 
t -1 
p -1 
s 99 Òü¼ÓÂ¶ 174 
i -1 
t -1 
p -1 
s 100 ×óÐÅÒÕ 169 
i -1 
t -1 
p -1 
s 101 ÌÆÝí 185 
i -1 
t -1 
p -1 
s 102 ÊåÉêÒÇ 127 
i -1 
t -1 
p -1 
s 103 ÓôÒå½õ 123 
i -1 
t -1 
p -1 
s 104 Ô¬Éº 188 
i -1 
t -1 
p -1 
s 105 ³þ¼ÓÓÑ 181 
i -1 
t -1 
p -1 
s 106 ¹ðÇí 155 
i -1 
t -1 
p -1 
s 107 ¹­½ðÕä 174 
i -1 
t -1 
p -1 
